Account,Hm_Start_Dt,Auto_Ship_Ind,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,Internal_Decor,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Chain_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,Hospital_Associated_encoded
10491,732524,1,1724.0,1,822.0,1,1,0,1,736143,1,736528,735464,1,0,0,1,0,4.0,1700.66,0,141319.0,0,3,1,1,0,37,2,19,0,3,16,39,1,4,1,7,183,0,15
17475,732687,1,0.0,1,0.0,1,1,0,0,735372,1,720624,735380,1,1,0,0,0,0.0,0.0,0,211381.0,0,0,1,1,0,37,2,19,0,3,0,39,1,0,3,3,190,0,15
19901,732616,0,0.0,1,0.0,1,1,0,1,735488,1,720624,736577,1,1,0,0,0,0.0,0.0,1,151490.0,0,0,1,1,0,37,2,19,0,3,0,39,1,0,4,2,183,0,15
309745,735998,0,2500.0,1,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,165231.0,5,0,0,0,1,37,2,19,0,3,0,39,1,0,1,8,183,3,15
652229,734702,0,0.0,1,340.0,1,0,0,0,735414,1,735654,735451,0,0,0,1,0,1.0,1632.71,0,129169.0,1,1,0,1,0,37,2,19,0,3,0,38,1,0,0,8,183,0,15
121439,735369,1,2500.0,1,2415.0,1,1,0,1,735444,1,736577,735540,1,1,0,1,0,2.0,1071.38,0,244046.0,0,0,1,0,0,22,2,8,1,0,0,22,2,0,4,2,51,1,10
9948,734825,1,0.0,1,2233.0,1,1,0,0,735520,1,736563,735533,0,0,0,0,0,0.0,0.0,0,141216.0,5,0,1,0,0,35,6,16,0,0,0,36,2,0,1,3,48,1,15
13973,735510,0,2500.0,1,1200.0,0,0,0,0,736228,1,720624,736255,0,0,0,0,0,0.0,0.0,0,223296.0,5,4,1,0,0,22,6,8,0,0,0,36,2,0,6,8,6,2,15
18052,735206,0,0.0,1,1200.0,0,0,0,0,735654,1,735942,735673,0,0,0,0,0,0.0,0.0,0,14690.0,1,1,1,0,0,22,6,8,0,0,0,36,2,0,0,8,6,0,15
18535,734998,0,0.0,1,1900.0,1,1,0,1,735521,1,736348,735527,1,0,1,0,0,0.0,0.0,0,66624.0,5,0,1,0,0,35,0,16,0,0,0,37,2,0,1,8,48,1,15
19727,734700,1,0.0,1,1200.0,0,0,0,0,720624,1,736297,735610,0,0,0,1,0,1.0,165.14,0,266927.0,5,0,1,0,0,35,6,16,0,0,0,36,2,0,1,3,48,1,15
21755,735389,0,2500.0,1,0.0,0,0,0,1,735922,1,736591,735424,1,1,0,1,0,1.0,0.0,0,380247.0,5,1,1,0,0,35,6,16,0,0,0,22,2,0,2,8,48,3,15
22587,736017,0,2500.0,0,1200.0,0,0,0,0,720624,1,736598,735984,0,0,0,0,0,0.0,0.0,0,145397.0,5,4,0,0,0,22,6,8,0,0,0,36,2,0,6,8,6,2,15
23687,736413,0,2000.0,1,0.0,0,0,0,1,720624,0,720624,735879,1,0,0,0,0,0.0,0.0,0,67005.0,5,4,0,0,0,22,6,8,1,0,0,12,2,0,6,8,6,3,15
52324,735578,0,2500.0,1,0.0,0,0,0,0,736264,1,720624,736493,0,1,0,1,0,1.0,223.12,0,87080.0,5,0,1,0,0,22,6,8,0,0,0,37,2,0,4,3,6,3,15
70723,735053,0,0.0,1,1200.0,1,0,0,0,735361,1,736409,735374,0,0,0,0,0,0.0,0.0,1,262856.0,5,0,1,0,0,35,2,16,0,0,0,36,2,0,1,3,48,1,15
118541,735334,0,0.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,19712.0,0,3,1,0,1,22,6,8,0,0,0,36,2,0,4,8,6,0,15
121600,735369,0,2299.0,1,2415.0,1,1,0,1,736210,1,736577,735540,1,1,0,1,0,1.0,500.64,0,215873.0,5,1,1,0,0,22,2,8,1,0,0,22,2,0,2,2,51,1,10
121453,733762,0,1957.0,1,1200.0,0,0,0,1,735495,1,736419,735631,1,1,0,0,0,0.0,0.0,0,75924.0,0,0,1,1,0,22,2,8,0,0,0,36,2,0,1,8,6,1,15
483587,734875,1,2500.0,1,1127.0,1,1,0,0,735302,1,736613,735311,1,0,0,1,0,5.0,499.14,1,302746.0,0,3,1,0,0,22,2,8,0,0,0,38,2,0,3,3,6,0,3
121761,735369,1,2500.0,1,2415.0,1,1,0,1,735436,1,736577,735540,1,1,0,1,0,2.0,351.26,0,130283.0,5,0,1,0,0,22,2,8,1,0,0,22,2,0,4,2,51,1,15
173481,735509,0,2500.0,1,1900.0,1,1,0,1,720624,1,736348,735527,1,0,1,0,0,0.0,0.0,0,33539.0,5,4,1,0,0,22,6,16,0,0,0,37,2,0,6,8,6,1,15
181954,736608,0,2500.0,0,0.0,0,0,1,1,720624,1,720624,735534,1,0,0,0,0,0.0,0.0,0,59364.0,5,4,1,0,0,22,6,8,0,0,0,36,2,0,6,8,6,3,15
182853,736048,0,2000.0,1,0.0,0,0,0,0,736228,1,736590,736240,0,1,0,0,0,0.0,0.0,0,85193.0,2,2,0,0,0,22,6,8,0,0,0,22,2,0,5,8,6,3,15
184322,735607,0,2500.0,1,1200.0,0,0,0,0,735879,1,736599,735984,0,1,0,0,0,0.0,0.0,1,133102.0,5,3,0,0,0,22,2,8,0,0,0,36,2,0,4,8,6,1,15
186934,735870,0,2.0,1,1200.0,0,0,0,0,736391,1,720624,735571,0,0,0,0,0,0.0,0.0,0,237864.0,1,0,1,0,0,35,2,16,0,0,0,6,2,0,0,8,48,1,15
193050,736034,0,0.0,1,1190.0,1,1,0,0,736201,1,736602,736255,0,1,0,0,0,0.0,0.0,0,124164.0,5,0,1,0,0,22,2,8,0,0,0,36,2,0,4,8,6,0,15
194254,732684,1,0.51,1,1130.0,1,1,0,1,735304,1,736402,735317,1,0,0,0,0,0.0,0.0,1,97008.0,0,0,1,1,0,35,2,16,0,0,0,37,2,0,3,2,48,1,15
195163,735510,1,2500.0,1,1200.0,0,1,0,0,735618,1,720624,736073,0,1,0,0,0,0.0,0.0,1,41598.0,1,1,0,0,0,22,2,8,0,0,0,36,2,0,0,8,6,1,15
217006,735552,0,0.0,1,1200.0,1,1,0,0,736455,1,736487,736465,0,1,0,0,0,0.0,0.0,1,74347.0,5,0,1,0,0,22,2,8,0,0,0,36,2,0,2,8,6,1,15
260531,735643,0,22.0,1,981.0,1,0,0,0,735689,1,736551,735744,0,1,0,0,0,0.0,0.0,0,109012.0,2,2,1,0,0,22,2,8,0,0,0,37,2,0,5,6,61,2,15
313126,735865,0,2408.0,0,0.0,0,0,0,0,735865,1,736619,735303,1,0,0,0,0,0.0,0.0,1,1088625.0,2,2,0,0,0,35,2,16,0,0,0,38,2,0,5,2,48,3,15
338065,733854,0,0.0,1,1200.0,0,0,0,0,735368,1,736462,735380,1,1,0,0,0,0.0,0.0,1,111428.0,1,0,0,1,0,22,2,8,0,0,0,38,2,0,0,3,6,0,15
340002,733829,0,0.0,1,1200.0,0,0,0,1,735312,1,736354,735331,1,1,0,0,0,0.0,0.0,0,133343.0,4,0,1,1,0,22,2,8,0,0,0,38,2,0,1,3,6,1,15
341468,736013,0,2500.0,1,1200.0,0,0,0,0,736075,1,720624,736017,1,1,0,0,0,0.0,0.0,0,94550.0,5,0,1,0,0,22,6,8,0,0,0,36,2,0,2,8,6,1,15
414929,735857,0,2500.0,1,0.0,0,0,0,0,736189,1,736620,735571,0,1,0,1,0,1.0,2124.53,0,187655.0,5,0,1,0,0,35,2,16,0,0,0,7,2,0,1,3,48,3,15
416754,735857,1,0.0,1,0.0,0,0,0,0,736383,1,720624,735561,0,1,0,1,0,1.0,209.96,0,252337.0,5,0,1,0,0,35,2,16,0,0,0,7,2,0,3,8,57,3,15
419384,735837,0,1975.0,1,1200.0,0,0,0,0,736377,1,736545,735571,0,1,0,1,0,2.0,373.04,0,86995.0,5,0,1,0,0,35,2,16,0,0,0,7,2,0,1,8,48,1,15
421477,735857,0,1770.0,1,1200.0,0,0,0,0,720624,0,720624,735571,0,1,0,1,0,3.0,1255.31,0,232702.0,1,1,0,0,0,35,2,16,0,0,0,7,2,0,0,3,48,2,15
423033,735887,0,0.0,1,1200.0,0,0,0,0,735949,1,736619,735561,0,1,0,0,0,0.0,0.0,0,115463.0,5,0,1,0,0,35,2,16,0,0,0,6,2,0,3,8,48,2,15
428723,735927,0,0.0,1,726.0,1,1,0,0,736229,1,736410,736233,0,1,0,0,0,0.0,0.0,0,57225.0,5,0,1,0,0,35,2,16,0,0,0,36,2,0,4,8,48,1,15
478764,734617,0,0.0,1,1200.0,0,0,0,1,735318,1,736621,735317,1,0,0,0,0,0.0,0.0,0,168684.0,5,1,0,1,0,22,2,8,1,0,0,12,2,0,2,8,6,0,15
479213,734617,0,0.0,1,1200.0,0,0,0,1,736385,1,736621,735317,1,0,0,1,0,1.0,446.24,0,166016.0,2,2,0,0,0,22,2,8,1,0,0,12,2,0,5,8,6,1,15
483298,734910,0,2500.0,1,5928.0,1,0,0,1,735425,1,736624,735451,1,0,0,1,0,2.0,1632.71,0,77947.0,2,2,1,0,0,22,6,8,1,0,0,23,2,0,5,8,6,1,15
483464,735717,0,2500.0,1,1200.0,0,0,0,0,736047,1,720624,735813,0,0,0,0,0,0.0,0.0,0,60633.0,5,4,0,0,0,22,6,8,0,0,0,36,2,0,6,8,6,1,15
359716,733946,0,0.0,1,1200.0,0,0,0,0,736284,0,720624,720624,1,0,0,0,0,0.0,0.0,0,84212.0,2,2,0,0,1,22,6,8,0,0,0,36,8,0,5,8,6,0,1
483765,735551,0,2500.0,1,5928.0,1,0,0,1,720624,1,736624,735451,1,0,0,0,0,0.0,0.0,0,88603.0,5,4,1,0,0,22,6,8,1,0,0,23,2,0,6,8,6,2,15
484053,735179,1,70.0,1,2233.0,1,1,0,1,735493,1,736621,735527,1,1,0,1,0,4.0,4991.31,0,358736.0,5,0,1,0,0,35,2,16,0,0,0,36,2,0,4,2,48,1,15
489508,736228,0,1915.0,1,1200.0,0,0,0,0,720624,1,736609,736208,0,0,0,0,0,0.0,0.0,0,91667.0,2,2,0,0,0,22,6,8,0,0,0,38,2,0,5,8,6,2,15
489660,733209,0,0.0,1,856.0,1,0,0,0,735311,1,736572,735317,0,1,0,1,0,1.0,1601.42,1,227725.0,0,0,1,0,0,22,2,8,0,0,0,36,2,0,4,2,6,0,15
503777,734246,1,2500.0,0,1200.0,0,0,0,1,736584,1,736174,735519,1,1,0,0,0,0.0,0.0,0,144615.0,0,0,1,0,0,22,6,8,1,0,0,36,2,0,4,3,6,0,15
630668,736244,0,0.0,1,1200.0,0,0,0,1,720624,1,720624,736422,1,1,0,1,0,1.0,209.96,0,52575.0,1,1,0,0,0,35,2,16,0,0,0,36,2,0,0,3,48,0,15
639054,733692,0,0.0,1,0.0,1,1,0,1,735295,1,736550,735311,1,1,0,0,0,0.0,0.0,1,261608.0,0,0,1,1,0,22,2,8,0,0,0,22,2,0,1,8,6,0,15
712287,736335,0,2142.0,1,753.0,1,1,0,0,736376,1,736465,736387,1,0,0,1,0,3.0,618.01,0,272445.0,5,4,1,0,0,22,2,8,0,0,0,22,2,0,6,2,6,0,15
712288,736370,0,745.0,0,1200.0,0,0,0,0,736566,0,720624,720624,1,0,0,1,0,1.0,1952.37,0,252349.0,5,4,1,0,1,22,2,8,0,0,0,22,2,0,6,2,6,1,15
714538,736584,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,49403.0,5,4,1,0,1,22,6,8,0,0,0,22,2,0,6,8,6,3,15
725557,736595,0,2500.0,0,1400.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,62281.0,5,4,1,0,1,22,2,8,1,0,0,36,2,0,6,8,6,3,15
824980,733762,0,2500.0,0,0.0,0,0,0,0,735493,1,736174,735519,1,0,0,0,0,0.0,0.0,0,145768.0,2,2,0,0,0,22,6,8,1,0,0,36,2,0,5,8,6,3,15
834264,733478,1,0.0,1,1190.0,1,1,0,1,735299,1,736594,735311,1,1,0,0,0,0.0,0.0,1,180950.0,0,0,0,1,0,22,2,8,0,0,0,36,2,0,4,6,6,0,15
837718,735844,0,2500.0,1,334.0,1,0,0,0,736048,1,736623,735849,0,0,0,0,0,0.0,0.0,0,459025.0,5,4,0,0,0,22,6,8,0,0,0,36,2,0,6,2,6,1,15
861806,735339,1,2048.0,1,1200.0,0,0,0,0,720624,1,736193,735800,0,1,0,0,0,0.0,0.0,0,160604.0,5,0,1,0,0,22,6,8,0,0,0,36,2,0,2,2,6,0,15
889624,733721,0,2500.0,0,1200.0,0,0,0,0,735613,1,736579,736129,1,0,0,1,0,1.0,419.44,0,98530.0,2,2,0,0,0,22,6,8,0,0,0,36,2,0,5,8,6,1,15
923034,734455,0,0.0,1,1200.0,0,0,0,1,735442,1,735659,735465,1,1,0,0,0,0.0,0.0,1,17157.0,5,0,1,0,0,22,6,8,0,0,0,36,2,0,4,8,6,1,15
36954,733941,0,1862.0,1,1200.0,0,0,0,1,735285,1,736588,735303,1,1,0,1,0,2.0,273.21,0,199267.0,0,0,1,0,0,35,2,25,0,1,0,37,3,0,0,3,37,1,15
46920,732848,0,0.0,1,868.0,1,1,0,0,735499,1,736528,735512,1,1,0,0,0,0.0,0.0,0,150730.0,0,0,1,1,0,35,2,25,0,1,0,37,3,0,2,3,37,1,15
410092,732524,0,0.0,1,0.0,1,1,0,1,735305,1,736625,735311,1,0,0,1,0,1.0,374.42,1,988589.0,2,2,0,1,0,28,2,11,0,0,0,38,10,0,5,2,139,0,3
216252,732586,1,0.0,1,702.0,1,1,0,1,735304,1,736605,735295,1,1,0,1,0,1.0,69.03,1,452055.0,0,0,1,1,0,38,2,25,1,1,0,36,3,0,4,3,9,0,15
223917,733842,1,2500.0,1,1200.0,0,0,0,0,735407,1,736564,735417,1,1,0,0,0,0.0,0.0,0,168121.0,0,0,1,0,0,38,6,25,0,1,0,37,3,0,3,3,9,1,15
282764,734073,0,0.0,1,1104.0,1,1,0,0,735285,1,736592,735303,1,1,0,0,0,0.0,0.0,1,130982.0,0,0,1,1,0,35,2,25,0,1,0,36,3,0,0,8,37,0,15
321498,735831,0,1002.0,1,0.0,0,0,0,0,720624,1,736377,735571,0,1,0,0,0,0.0,0.0,0,27582.0,5,0,1,0,0,35,2,25,0,1,0,6,3,0,3,3,53,3,15
424643,735870,0,2239.0,1,1200.0,0,1,0,0,720624,0,736352,735571,0,0,0,0,0,0.0,0.0,1,30557.0,5,3,1,0,0,35,2,25,0,1,0,6,3,0,4,8,37,1,15
461108,733707,0,486.0,1,1200.0,0,1,0,0,720624,0,720624,735466,1,1,0,0,0,0.0,0.0,1,141638.0,0,0,0,1,0,49,6,25,0,1,6,22,3,4,2,7,80,2,15
34760,732677,1,0.0,1,0.0,1,1,0,1,735309,1,736506,735317,1,1,0,0,0,0.0,0.0,1,120763.0,0,0,1,1,0,28,2,11,0,0,4,38,10,4,1,2,153,1,0
492421,732646,0,0.0,1,1200.0,0,1,0,1,720624,1,736588,735303,1,1,0,0,0,0.0,0.0,0,102647.0,0,0,1,1,0,38,2,25,0,1,0,37,3,0,0,5,9,0,15
53058,736480,0,2500.0,0,1000.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,203129.0,5,4,0,0,1,28,2,11,0,0,9,38,10,4,6,7,139,1,1
101921,736410,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,119226.0,5,4,0,0,1,41,6,11,7,0,0,3,10,0,6,2,154,3,3
549657,736110,1,2000.0,1,1200.0,0,1,0,0,720624,0,720624,735554,0,1,0,0,0,0.0,0.0,0,64186.0,5,0,0,0,0,38,6,25,0,1,6,25,3,4,4,7,9,1,15
672107,735913,0,0.0,1,1200.0,0,1,0,1,735274,1,736579,735295,1,0,0,1,0,8.0,1911.55,0,199447.0,0,0,1,1,0,38,2,25,0,1,0,36,3,0,2,6,9,0,15
151447,735731,1,2500.0,1,0.0,0,0,0,0,720624,1,736626,735521,1,1,0,0,0,0.0,0.0,0,64824.0,5,0,1,0,0,41,2,11,0,0,0,39,10,0,4,3,174,3,0
17163,734892,0,0.0,1,1200.0,0,1,0,0,735285,1,736612,735317,1,0,0,1,0,1.0,217.41,1,174716.0,0,0,1,1,0,4,2,12,0,3,0,36,4,0,4,8,185,0,15
31438,735053,0,1051.0,1,1200.0,0,0,0,0,735290,1,736619,735311,0,0,0,0,0,0.0,0.0,1,198856.0,1,1,1,1,0,4,6,12,0,3,0,36,4,0,0,8,185,0,15
58301,735489,1,2500.0,1,1200.0,0,0,0,1,720624,1,735541,735540,1,1,0,1,0,1.0,1343.2,0,471048.0,5,0,1,0,0,4,6,12,1,3,0,36,4,0,4,8,185,1,15
74494,735290,0,2143.0,1,1200.0,0,0,0,0,735311,1,735667,735317,1,1,1,0,0,0.0,0.0,0,213033.0,1,0,2,0,0,4,6,12,0,3,0,39,4,0,0,8,186,0,15
83242,735853,0,624.0,1,1200.0,0,1,0,0,736208,1,720624,736269,1,1,0,0,0,0.0,0.0,1,40824.0,5,0,0,0,0,4,2,12,0,3,0,39,4,0,4,8,185,1,15
83886,735229,0,1512.0,1,1200.0,0,0,0,0,735375,1,736579,736577,0,1,0,1,0,2.0,977.44,0,25704.0,5,0,1,0,0,4,6,12,0,3,0,53,4,0,4,8,185,0,15
144205,734825,1,1686.0,1,1200.0,0,0,0,1,720624,1,736506,735215,1,0,0,1,0,1.0,192.66,1,107420.0,5,0,1,1,0,4,2,12,0,3,0,36,4,0,4,8,185,1,15
157573,734617,0,910.0,1,1200.0,0,0,0,1,720624,0,736131,735215,1,0,0,0,0,0.0,0.0,1,100174.0,2,2,0,1,0,4,6,12,0,3,0,39,4,0,5,3,185,1,15
333208,735691,0,2500.0,0,0.0,0,0,0,0,735699,1,736529,735708,1,0,0,0,0,0.0,0.0,0,31833.0,5,4,0,0,0,41,3,11,0,0,0,38,10,0,6,8,154,3,1
162348,735690,0,1068.0,1,1200.0,1,0,0,0,720624,0,735941,735745,0,1,0,0,0,0.0,0.0,0,177067.0,5,0,1,0,0,4,2,12,0,3,2,36,4,4,4,7,185,1,15
162670,735690,0,2239.0,1,1200.0,0,0,0,0,720624,0,720624,735578,0,1,0,1,0,2.0,446.24,0,95293.0,5,0,1,0,0,4,6,12,0,3,0,36,4,0,4,8,185,1,15
162831,735723,0,655.0,1,800.0,0,1,0,0,720624,0,720624,720624,0,1,0,1,0,1.0,310.2,0,157474.0,5,0,1,0,1,4,6,12,0,3,0,36,4,0,4,8,185,1,15
346454,735915,1,540.0,1,859.0,1,1,0,0,736017,1,736622,735335,0,1,0,0,0,0.0,0.0,0,67000.0,1,0,1,0,0,28,2,11,0,0,0,38,10,0,0,8,139,0,0
179486,733874,0,2500.0,1,1200.0,0,0,0,0,735285,1,736612,735317,1,0,0,0,0,0.0,0.0,0,7043903.0,2,2,0,0,0,4,6,12,0,3,0,36,4,0,5,3,185,0,15
184996,735752,0,1700.0,1,1200.0,1,1,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,74097.0,2,2,1,0,1,4,2,12,0,3,0,36,4,0,5,8,185,0,15
196320,735908,1,1587.0,1,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,43069.0,1,0,1,0,1,4,2,12,0,3,0,36,4,0,0,8,185,3,15
207322,735844,0,1108.0,1,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,1,0.0,0.0,0,262990.0,5,4,0,0,1,4,6,12,0,3,0,36,4,0,6,8,185,3,15
256345,736070,0,2000.0,0,0.0,0,0,0,0,736130,1,736626,736156,0,0,0,0,0,0.0,0.0,0,470758.0,5,4,0,0,0,4,6,12,0,3,0,1,4,0,6,2,185,3,15
261527,736004,0,1922.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,150335.0,2,2,0,0,1,4,6,12,0,3,0,36,4,0,5,8,185,1,15
271696,733595,0,0.0,1,0.0,1,0,0,0,720624,1,736468,735215,1,1,0,0,0,0.0,0.0,1,113025.0,0,0,1,1,0,4,2,12,0,3,0,36,4,0,1,3,185,0,15
304247,735893,0,416.0,1,1200.0,0,0,0,0,736102,1,736620,736180,0,1,0,0,0,0.0,0.0,0,37682.0,5,0,2,0,0,4,2,12,0,3,0,36,4,0,2,8,185,1,15
347611,735998,0,661.0,0,0.0,0,0,0,0,736349,1,720624,736394,0,1,0,0,0,0.0,0.0,0,170538.0,5,0,1,0,0,4,6,12,0,3,0,36,4,0,4,8,185,3,15
349221,736026,0,0.0,1,0.0,0,0,0,0,736201,1,736612,736261,0,1,0,0,0,0.0,0.0,0,57598.0,5,0,0,0,0,4,2,12,0,3,0,36,4,0,2,8,185,3,15
456803,736062,0,1375.0,1,1200.0,0,0,0,0,736452,1,720624,736473,0,1,0,0,0,0.0,0.0,0,25565.0,5,0,1,0,0,4,2,12,0,3,0,36,4,0,2,8,185,1,15
457286,736040,0,1733.0,0,0.0,0,0,1,0,736075,0,720624,720624,0,1,0,0,0,0.0,0.0,0,90667.0,1,0,0,0,1,4,2,12,0,3,0,36,4,0,0,8,186,3,15
468288,736018,0,1601.0,1,1200.0,0,1,0,0,720624,0,720624,720624,0,1,0,1,0,1.0,223.12,0,151073.0,5,0,1,0,1,4,2,12,0,3,0,37,4,0,4,8,185,1,15
469737,736174,0,2000.0,1,1200.0,0,0,1,1,736192,1,736618,736199,1,0,0,0,0,0.0,0.0,0,1064800.0,5,4,1,0,0,4,2,12,0,3,0,36,4,0,6,3,185,1,15
505522,734368,1,0.0,1,962.0,1,1,0,1,720624,0,736625,735215,1,1,0,0,0,0.0,0.0,0,217354.0,3,0,1,1,0,4,2,12,0,3,0,36,4,0,3,6,186,0,15
557212,736384,0,2000.0,1,0.0,0,0,0,0,736511,1,720624,736513,1,0,0,0,0,0.0,0.0,0,89374.0,5,4,1,0,0,4,4,12,0,3,0,38,4,0,6,8,185,3,15
557362,736082,0,546.0,1,1200.0,0,1,0,0,720624,0,736285,720624,0,1,0,0,0,0.0,0.0,0,98664.0,5,0,1,0,1,4,2,12,0,3,0,36,4,0,2,8,185,2,15
557888,736221,0,983.0,1,1200.0,0,0,0,0,736252,1,736559,736261,0,0,0,1,1,5.0,1250.44,0,53476.0,5,4,0,0,0,4,2,12,0,3,0,38,4,0,6,8,185,4,15
571421,736158,1,2000.0,1,660.0,1,0,0,0,736157,1,736381,736185,1,1,0,0,0,0.0,0.0,0,102788.0,5,0,1,0,0,33,2,12,0,3,0,37,4,0,2,8,195,1,15
575822,736174,0,294.0,1,1200.0,0,0,0,0,736237,1,736605,736289,0,0,0,0,0,0.0,0.0,0,47273.0,5,4,1,0,0,4,2,12,0,3,0,36,4,0,6,8,185,0,15
649555,736363,0,998.0,1,1200.0,0,0,0,1,736383,1,736614,736387,1,1,0,1,0,1.0,2126.66,0,35024.0,5,0,1,0,0,4,2,12,0,3,0,36,4,0,4,8,185,2,15
653050,736320,0,1172.0,1,1200.0,0,0,0,0,720624,1,720624,736361,1,1,0,0,0,0.0,0.0,0,31104.0,5,0,1,0,0,4,2,12,0,3,0,36,4,0,2,8,185,2,15
360955,734100,1,0.0,1,2145.0,1,1,0,1,720624,1,736626,735402,1,1,0,0,0,0.0,0.0,0,175450.0,0,0,1,1,0,41,2,11,0,0,0,38,10,0,4,2,154,0,0
712138,736357,0,2000.0,1,400.0,0,0,1,0,736405,1,720624,735318,1,1,0,0,0,0.0,0.0,0,75480.0,5,0,1,0,0,4,2,12,0,3,2,36,4,4,2,7,185,2,15
712283,736333,0,1762.0,1,976.0,1,0,0,0,736377,1,720624,735309,0,1,0,0,0,0.0,0.0,0,68908.0,5,0,0,0,0,4,2,12,0,3,0,36,4,0,3,8,185,1,15
712940,736402,0,511.0,1,600.0,1,0,0,0,736425,1,736625,736389,1,1,0,1,0,1.0,2126.66,0,99717.0,1,0,1,0,0,4,2,12,0,3,2,36,4,4,0,7,186,1,15
713351,736425,0,2000.0,1,1200.0,0,0,1,0,736605,1,736620,720624,1,1,0,0,0,0.0,0.0,0,4347.0,5,0,1,0,0,4,2,12,0,3,0,36,4,0,2,8,185,1,15
713584,736549,0,2500.0,1,400.0,0,0,0,0,736560,1,720624,736569,0,1,0,0,0,0.0,0.0,0,14455.0,5,4,1,0,0,33,2,12,0,3,0,36,4,0,6,8,195,2,15
714224,736451,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,1,1,0,0,0,0.0,0.0,0,225177.0,5,0,1,0,1,4,2,12,0,3,0,36,4,0,2,8,193,3,15
715940,736530,0,2500.0,1,90.0,1,0,0,1,736529,0,736404,720624,1,1,0,0,0,0.0,0.0,0,14913.0,5,0,1,0,1,4,2,12,0,3,0,37,4,0,4,8,185,0,15
716322,736557,0,2500.0,1,200.0,0,0,1,0,720624,0,720624,736486,0,1,0,0,0,0.0,0.0,0,132802.0,5,1,1,0,0,4,2,12,0,3,2,36,4,4,2,7,185,2,15
754179,736472,0,2500.0,0,0.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,325.0,5,4,0,0,1,4,6,12,0,3,0,37,4,0,6,8,185,3,15
754955,734707,0,0.0,1,1200.0,0,1,0,0,735375,1,735835,735388,0,0,0,1,0,2.0,348.44,0,697399.0,5,0,1,1,0,4,2,12,0,3,0,36,4,0,4,8,185,1,15
756404,736535,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,-1813.0,1,0,1,0,1,4,2,12,0,3,0,37,4,0,0,8,185,2,15
760813,736559,0,2500.0,0,400.0,0,0,1,0,736625,1,720624,720624,0,1,0,0,0,0.0,0.0,0,24610.0,5,4,1,0,0,4,2,12,0,3,0,37,4,0,6,8,185,1,15
760817,736539,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,24697.0,5,4,1,0,1,4,2,12,0,3,0,34,4,0,6,8,186,1,15
769591,736551,0,2500.0,0,600.0,0,0,1,0,720624,0,720624,735215,0,1,0,0,0,0.0,0.0,0,31600.0,5,4,1,0,0,4,2,12,0,3,0,37,4,0,6,8,185,1,15
774220,736576,0,2500.0,0,1400.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,0.0,5,0,1,0,1,4,2,12,0,3,0,37,4,0,6,8,185,1,15
973655,732556,0,0.0,1,1200.0,0,0,0,0,736248,1,736626,735335,1,0,0,0,0,0.0,0.0,1,628542.0,0,3,1,1,0,4,2,12,0,3,0,36,4,0,1,3,185,1,15
16280,735242,1,0.0,1,2400.0,1,1,0,0,735285,1,736194,735295,0,1,0,0,0,0.0,0.0,0,277592.0,5,0,1,0,0,19,2,0,0,1,0,38,5,0,4,3,7,1,15
395774,734659,1,2203.0,1,2145.0,1,1,0,1,735395,1,736627,735402,1,0,0,1,0,1.0,68.94,0,125655.0,5,0,1,1,0,41,2,11,0,0,0,38,10,0,4,2,154,1,0
